ensembl_gene_id	external_gene_name	B4_WT_2	C4_WT_3	D4_WT_4	E4_GFP_1	F4_GFP_2	G4_GFP_3	H4_GFP_4	A4_WT_1
ENSG00000105136	ZNF419	96	135	96	351	337	312	353	56
ENSG00000105137	SYDE1	202	235	198	244	305	334	379	170
ENSG00000105141	CASP14	0	0	0	0	0	0	0	0
ENSG00000105143	SLC1A6	0	0	0	0	0	0	0	0
ENSG00000105146	AURKC	5	2	8	10	13	6	14	4
ENSG00000105171	POP4	148	108	117	135	155	154	140	129
ENSG00000105173	CCNE1	11	29	20	20	12	12	6	31
ENSG00000105176	URI1	780	808	618	725	640	588	543	768
ENSG00000105185	PDCD5	315	346	140	395	355	260	258	251
ENSG00000105186	ANKRD27	42	118	45	95	82	82	110	57
ENSG00000105193	RPS16	6699	6788	5200	6059	6300	5769	5978	6123
ENSG00000105197	TIMM50	123	224	143	222	239	302	254	191
ENSG00000105198	LGALS13	0	0	0	0	0	0	0	0
ENSG00000105202	FBL	607	601	623	741	733	975	972	732
ENSG00000105204	DYRK1B	35	26	14	19	27	27	15	6
ENSG00000105205	CLC	0	0	0	0	0	0	0	0
ENSG00000105219	CNTD2	0	0	1	0	3	6	0	10
ENSG00000105220	GPI	479	551	388	479	551	694	674	485
ENSG00000105221	AKT2	897	1151	1398	1497	1621	1816	2085	768
ENSG00000105223	PLD3	994	780	576	479	562	441	527	494
ENSG00000105227	PRX	28	16	0	24	25	32	30	4
ENSG00000105229	PIAS4	215	140	151	221	219	237	245	184
ENSG00000105245	NUMBL	156	125	81	234	225	240	238	89
ENSG00000105246	EBI3	0	0	0	5	5	4	0	1
ENSG00000105248	CCDC94	54	44	34	147	138	92	82	39
ENSG00000105251	SHD	0	0	0	0	4	0	0	0
ENSG00000105254	TBCB	739	599	558	706	767	579	660	645
ENSG00000105255	FSD1	32	36	19	41	26	22	21	9
ENSG00000105258	POLR2I	497	269	350	408	459	431	433	346
ENSG00000105261	OVOL3	0	0	0	0	0	0	0	0
ENSG00000105270	CLIP3	234	212	160	271	304	378	407	222
ENSG00000105278	ZFR2	0	0	0	0	0	5	1	0
ENSG00000105281	SLC1A5	605	837	414	784	867	907	766	479
ENSG00000105287	PRKD2	141	182	177	279	361	461	421	117
ENSG00000105289	TJP3	0	0	0	0	0	0	0	0
ENSG00000105290	APLP1	62	40	49	86	121	62	84	36
ENSG00000105298	CACTIN	20	39	21	108	76	70	55	41
ENSG00000105321	CCDC9	36	33	11	35	46	68	46	19
ENSG00000105323	HNRNPUL1	995	1084	830	706	894	975	937	963
ENSG00000105325	FZR1	203	227	126	254	188	227	229	169
ENSG00000105327	BBC3	141	148	163	790	870	941	935	137
ENSG00000105329	TGFB1	99	104	153	109	77	123	209	91
ENSG00000105339	DENND3	77	90	33	45	79	83	57	47
ENSG00000105341	ATP5SL	164	188	195	238	228	205	184	157
ENSG00000105352	CEACAM4	0	0	0	0	0	0	0	0
ENSG00000105355	PLIN3	1126	988	1012	1377	1251	1332	1429	921
ENSG00000105357	MYH14	0	0	0	0	0	0	0	0
ENSG00000105364	MRPL4	202	262	100	227	245	234	250	232
ENSG00000105366	SIGLEC8	0	0	0	0	0	0	0	0
ENSG00000105369	CD79A	0	0	0	0	1	3	1	0
ENSG00000105370	LIM2	0	0	0	0	0	0	0	0
ENSG00000105371	ICAM4	0	0	0	0	0	0	1	0
ENSG00000105372	RPS19	11365	10936	9160	14384	14641	13062	13838	10910
ENSG00000105373	GLTSCR2	800	673	577	614	652	670	668	618
ENSG00000105374	NKG7	0	0	0	0	0	0	0	0
ENSG00000105376	ICAM5	72	37	18	81	56	75	94	33
ENSG00000105379	ETFB	331	502	500	333	352	326	538	335
ENSG00000105383	CD33	16	59	23	34	34	28	45	90
ENSG00000105388	CEACAM5	0	0	0	0	0	0	0	0
ENSG00000105392	CRX	0	0	0	0	0	0	0	0
ENSG00000105393	BABAM1	344	324	200	309	357	307	313	261
ENSG00000105397	TYK2	552	522	427	246	384	322	337	602
ENSG00000105398	SULT2A1	0	0	0	0	0	0	0	0
ENSG00000105401	CDC37	1677	1779	1592	1500	1672	1969	2144	1427
ENSG00000105402	NAPA	426	365	318	730	773	964	935	400
ENSG00000105404	RABAC1	1107	1276	919	979	1101	843	823	1048
ENSG00000105409	ATP1A3	0	0	0	0	6	4	2	0
ENSG00000105419	MEIS3	302	231	284	361	348	415	434	216
ENSG00000105426	PTPRS	170	156	217	148	191	160	178	161
ENSG00000105427	CNFN	12	28	13	6	13	10	17	23
ENSG00000105428	ZNRF4	0	0	0	0	0	0	0	0
ENSG00000105429	MEGF8	352	512	359	192	209	188	250	233
ENSG00000105438	KDELR1	3208	3195	3056	2970	3135	3879	4062	2393
ENSG00000105443	CYTH2	146	193	117	196	181	206	141	194
ENSG00000105447	GRWD1	149	176	182	323	278	321	264	162
ENSG00000105464	GRIN2D	0	0	0	0	1	0	0	0
ENSG00000105467	SYNGR4	0	0	0	0	2	0	0	0
ENSG00000105472	CLEC11A	534	532	470	1124	1186	1429	1435	408
ENSG00000105479	CCDC114	0	0	0	0	5	0	0	0
ENSG00000105483	CARD8	112	159	67	108	93	103	105	59
ENSG00000105486	LIG1	146	113	79	120	119	135	141	45
ENSG00000105492	SIGLEC6	0	0	0	0	0	0	0	0
ENSG00000105497	ZNF175	59	44	49	74	103	63	111	16
ENSG00000105499	PLA2G4C	2	9	15	135	79	150	177	16
ENSG00000105501	SIGLEC5	0	0	0	1	0	0	0	0
ENSG00000105507	CABP5	0	0	0	0	0	0	0	0
ENSG00000105509	HAS1	13	27	11	0	0	4	6	27
ENSG00000105514	RAB3D	65	52	59	85	106	53	85	32
ENSG00000105516	DBP	23	20	22	8	44	21	23	30
ENSG00000105518	TMEM205	347	427	311	470	604	709	619	313
ENSG00000105519	CAPS	29	22	22	1	13	9	5	12
ENSG00000105520	LPPR2	141	156	129	264	255	261	313	116
ENSG00000105523	FAM83E	0	0	0	0	0	0	0	0
ENSG00000105538	RASIP1	0	4	0	4	0	6	15	6
ENSG00000105549	THEG	0	0	0	0	0	5	0	0
ENSG00000105550	FGF21	0	0	0	1	0	1	0	0
ENSG00000105552	BCAT2	277	277	154	87	85	63	72	293
ENSG00000105556	MIER2	66	92	87	112	131	141	178	62
ENSG00000105559	PLEKHA4	195	172	155	1101	1267	1252	1287	137
ENSG00000105568	PPP2R1A	343	342	207	215	298	318	327	240
ENSG00000105576	TNPO2	582	543	852	755	864	955	1205	490
ENSG00000105583	WDR83OS	628	690	475	856	871	977	953	563
ENSG00000105605	CACNG7	0	0	0	0	0	0	0	0
ENSG00000105607	GCDH	43	34	31	45	45	43	47	9
ENSG00000105609	LILRB5	0	0	0	0	0	0	0	0
ENSG00000105610	KLF1	0	0	0	0	0	0	0	0
ENSG00000105612	DNASE2	363	344	203	383	451	482	367	208
ENSG00000105613	MAST1	0	3	23	0	11	0	8	7
ENSG00000105617	LENG1	19	36	33	107	95	106	84	19
ENSG00000105618	PRPF31	184	171	187	278	311	210	225	222
ENSG00000105619	TFPT	37	44	50	93	60	73	66	47
ENSG00000105639	JAK3	0	0	0	0	0	11	1	0
ENSG00000105640	RPL18A	2583	2449	1329	2130	2382	1365	1379	2533
ENSG00000105641	SLC5A5	0	0	0	4	10	0	0	0
ENSG00000105642	KCNN1	0	1	12	14	2	1	10	17
ENSG00000105643	ARRDC2	46	24	13	54	75	31	61	13
ENSG00000105647	PIK3R2	342	257	331	112	131	159	193	229
ENSG00000105649	RAB3A	20	8	0	3	3	2	22	14
ENSG00000105650	PDE4C	0	0	0	12	22	19	24	0
ENSG00000105655	ISYNA1	31	15	23	33	16	11	23	19
ENSG00000105656	ELL	75	79	82	166	142	144	177	51
ENSG00000105662	CRTC1	51	41	35	27	73	54	66	50
ENSG00000105664	COMP	1	3	0	0	3	5	3	0
ENSG00000105668	UPK1A	0	0	0	6	6	5	4	0
ENSG00000105669	COPE	555	493	382	440	459	529	424	369
ENSG00000105671	DDX49	147	159	107	265	194	245	227	142
ENSG00000105672	ETV2	11	2	9	7	3	12	13	20
ENSG00000105675	ATP4A	0	0	0	0	0	0	0	0
ENSG00000105676	ARMC6	31	77	56	87	103	81	122	88
ENSG00000105677	TMEM147	598	592	560	1018	1166	1250	1171	485
ENSG00000105679	GAPDHS	0	0	0	0	0	0	0	0
ENSG00000105695	MAG	0	0	0	0	0	0	0	0
ENSG00000105696	TMEM59L	21	1	0	14	1	1	7	0
ENSG00000105697	HAMP	0	0	0	0	0	0	0	0
ENSG00000105698	USF2	582	549	373	532	486	580	556	432
ENSG00000105699	LSR	18	15	5	15	24	16	18	15
ENSG00000105700	KXD1	276	290	224	273	443	311	369	249
ENSG00000105701	FKBP8	92	91	55	79	51	75	64	47
ENSG00000105705	SUGP1	130	151	173	182	240	229	203	136
ENSG00000105707	HPN	0	0	0	0	0	0	0	17
ENSG00000105708	ZNF14	9	29	14	43	24	20	15	5
ENSG00000105711	SCN1B	18	28	20	181	124	171	187	21
ENSG00000105717	PBX4	0	0	3	11	12	9	5	4
ENSG00000105722	ERF	386	332	271	234	197	326	343	248
ENSG00000105723	GSK3A	83	89	95	120	108	76	149	100
ENSG00000105726	ATP13A1	88	60	78	153	157	113	155	52
ENSG00000105732	ZNF574	71	51	69	78	108	95	100	48
ENSG00000105737	GRIK5	0	0	0	0	5	0	0	0
ENSG00000105738	SIPA1L3	146	128	69	92	53	75	106	123
ENSG00000105750	ZNF85	18	27	29	31	13	16	16	3
ENSG00000105755	ETHE1	701	536	476	519	511	595	669	454
ENSG00000105767	CADM4	3	8	4	6	10	16	11	5
ENSG00000105771	SMG9	47	108	36	141	139	131	167	73
ENSG00000105778	AVL9	118	241	99	231	204	212	249	98
ENSG00000105784	RUNDC3B	32	76	20	17	30	26	22	32
ENSG00000105792	CFAP69	13	25	9	37	19	30	30	6
ENSG00000105793	GTPBP10	92	39	38	87	74	112	102	65
ENSG00000105808	RASA4	0	0	0	0	0	0	0	0
ENSG00000105810	CDK6	2833	2760	1835	881	1014	1003	863	2463
ENSG00000105819	PMPCB	187	138	66	164	214	223	144	170
ENSG00000105821	DNAJC2	232	235	200	588	508	501	487	233
ENSG00000105825	TFPI2	48	57	24	278	339	293	320	58
ENSG00000105829	BET1	140	91	25	141	138	86	75	35
ENSG00000105835	NAMPT	42	73	67	917	864	775	708	73
ENSG00000105849	TWISTNB	266	161	158	362	345	373	391	216
ENSG00000105851	PIK3CG	0	0	0	0	0	0	0	0
ENSG00000105852	PON3	0	0	0	0	0	0	0	0
ENSG00000105854	PON2	485	519	394	334	416	409	291	473
ENSG00000105855	ITGB8	28	83	28	10	5	6	8	41
ENSG00000105856	HBP1	190	241	100	266	290	196	224	286
ENSG00000105865	DUS4L	36	20	39	105	91	72	100	77
ENSG00000105866	SP4	47	42	17	37	16	20	20	32
ENSG00000105875	WDR91	164	86	138	79	66	73	54	162
ENSG00000105877	DNAH11	9	0	4	0	8	11	12	9
ENSG00000105879	CBLL1	63	111	44	153	169	150	162	56
ENSG00000105880	DLX5	0	0	0	0	0	0	0	0
ENSG00000105887	MTPN	1296	1387	1187	1432	1632	1742	1628	1149
ENSG00000105889	STEAP1B	25	30	28	27	54	37	26	19
ENSG00000105894	PTN	275	256	247	1628	1870	2097	1888	227
ENSG00000105926	MPP6	62	97	66	105	124	123	63	78
ENSG00000105928	DFNA5	586	687	492	221	193	233	163	621
ENSG00000105929	ATP6V0A4	0	0	0	0	0	0	0	1
ENSG00000105939	ZC3HAV1	642	724	364	1225	1352	1364	1163	693
ENSG00000105948	TTC26	127	120	141	135	160	106	180	68
ENSG00000105953	OGDH	246	315	197	301	303	341	368	146
ENSG00000105954	NPVF	0	0	0	0	1	0	0	0
ENSG00000105963	ADAP1	0	0	0	5	4	7	3	0
ENSG00000105967	TFEC	0	0	10	24	0	0	4	3
ENSG00000105968	H2AFV	1031	789	636	589	677	753	712	904
ENSG00000105971	CAV2	597	596	446	610	729	649	718	520
ENSG00000105974	CAV1	5988	6254	3397	4229	4582	4225	3998	5609
ENSG00000105976	MET	642	703	568	308	360	349	338	482
ENSG00000105982	RNF32	9	4	3	3	9	15	7	5
ENSG00000105983	LMBR1	76	104	40	90	105	93	96	60
ENSG00000105989	WNT2	0	0	0	0	0	0	0	0
ENSG00000105991	HOXA1	7	28	41	12	8	20	19	14
ENSG00000105993	DNAJB6	206	256	124	234	227	264	188	179
ENSG00000105996	HOXA2	0	0	0	0	1	2	0	0
ENSG00000105997	HOXA3	6	28	6	0	3	16	7	33
ENSG00000106003	LFNG	571	535	415	4	15	15	7	452
ENSG00000106004	HOXA5	32	48	17	65	54	35	43	18
ENSG00000106006	HOXA6	0	7	1	12	5	8	11	1
ENSG00000106009	BRAT1	130	160	127	98	99	95	122	138
ENSG00000106012	IQCE	197	160	157	160	217	182	278	161
ENSG00000106013	ANKRD7	0	0	0	0	0	0	0	0
ENSG00000106018	VIPR2	0	0	0	0	0	0	0	0
ENSG00000106025	TSPAN12	0	12	0	0	0	0	0	2
ENSG00000106028	SSBP1	843	736	630	828	1012	1095	996	657
ENSG00000106031	HOXA13	151	223	113	164	236	126	140	112
ENSG00000106034	CPED1	105	99	48	316	430	397	338	103
ENSG00000106038	EVX1	0	0	0	0	0	0	0	0
ENSG00000106049	HIBADH	34	26	14	40	38	34	18	32
ENSG00000106052	TAX1BP1	1008	1239	891	1682	1783	1611	1668	1137
ENSG00000106066	CPVL	0	0	0	0	0	0	0	0
ENSG00000106069	CHN2	0	0	0	0	0	0	0	0
ENSG00000106070	GRB10	108	92	20	121	147	111	125	15
ENSG00000106077	ABHD11	76	32	24	45	48	52	46	71
ENSG00000106078	COBL	0	0	0	2	0	0	0	0
ENSG00000106080	FKBP14	460	517	257	266	324	362	331	307
ENSG00000106086	PLEKHA8	30	39	25	35	13	80	57	55
ENSG00000106089	STX1A	31	36	13	28	28	31	53	4
ENSG00000106100	NOD1	31	25	37	23	49	60	16	30
ENSG00000106105	GARS	310	476	317	1228	1061	1243	1300	361
ENSG00000106113	CRHR2	0	0	0	0	0	0	0	0
ENSG00000106123	EPHB6	9	3	16	93	77	51	83	15
ENSG00000106125	FAM188B	19	19	70	29	23	30	34	9
ENSG00000106128	GHRHR	0	0	0	0	0	0	0	0
ENSG00000106144	CASP2	280	240	254	178	184	205	212	167
ENSG00000106153	CHCHD2	2911	2846	2621	3420	3976	4221	4101	2280
ENSG00000106178	CCL24	0	0	0	0	0	0	0	0
ENSG00000106211	HSPB1	10455	9498	8896	3924	4656	5706	5485	7862
ENSG00000106236	NPTX2	0	0	0	0	0	0	0	0
ENSG00000106244	PDAP1	705	557	600	740	804	617	648	487
ENSG00000106245	BUD31	293	383	341	1175	1112	1115	975	324
ENSG00000106246	PTCD1	52	62	97	87	104	87	95	28
ENSG00000106258	CYP3A5	2	0	8	0	0	0	0	8
ENSG00000106261	ZKSCAN1	1360	1285	1130	892	911	1137	1172	974
ENSG00000106263	EIF3B	420	620	353	560	643	634	828	543
ENSG00000106266	SNX8	212	135	97	124	270	215	202	171
ENSG00000106268	NUDT1	78	61	68	67	91	109	92	58
ENSG00000106278	PTPRZ1	0	0	0	0	0	0	0	0
ENSG00000106290	TAF6	210	264	131	217	206	248	286	178
ENSG00000106299	WASL	218	169	132	358	362	383	350	295
ENSG00000106302	HYAL4	0	0	0	0	0	0	0	0
ENSG00000106304	SPAM1	4	0	0	0	0	0	0	0
ENSG00000106305	AIMP2	70	93	77	128	197	118	130	101
ENSG00000106327	TFR2	0	0	0	0	0	0	0	0
ENSG00000106328	FSCN3	1	0	0	3	0	3	2	0
ENSG00000106330	MOSPD3	177	174	97	66	88	95	50	172
ENSG00000106331	PAX4	0	0	0	0	0	0	0	0
ENSG00000106333	PCOLCE	1906	1344	1575	2160	2499	2116	2243	1643
ENSG00000106336	FBXO24	19	0	10	0	7	0	1	11
ENSG00000106341	PPP1R17	0	0	0	0	0	0	0	0
ENSG00000106344	RBM28	268	356	201	359	324	338	334	187
ENSG00000106346	USP42	145	115	131	208	209	238	244	134
ENSG00000106348	IMPDH1	839	740	500	235	192	242	253	573
ENSG00000106351	AGFG2	31	19	9	42	26	36	26	35
ENSG00000106355	LSM5	300	398	152	209	271	166	180	248
ENSG00000106366	SERPINE1	442	441	108	1853	1597	1302	1455	344
ENSG00000106367	AP1S1	327	309	223	295	278	419	391	259
ENSG00000106384	MOGAT3	0	0	0	0	0	0	4	0
ENSG00000106392	C1GALT1	213	311	126	221	189	113	136	162
ENSG00000106397	PLOD3	455	407	367	486	645	520	625	372
ENSG00000106399	RPA3	222	259	75	178	130	108	57	162
ENSG00000106400	ZNHIT1	348	344	276	334	376	323	395	281
ENSG00000106404	CLDN15	33	55	21	88	77	119	127	44
ENSG00000106410	NOBOX	0	0	0	0	0	0	0	0
ENSG00000106415	GLCCI1	170	98	93	102	172	109	160	107
ENSG00000106436	MYL10	0	0	0	0	0	0	0	0
ENSG00000106443	PHF14	424	445	226	278	350	274	228	300
ENSG00000106459	NRF1	47	63	45	64	44	37	29	26
ENSG00000106460	TMEM106B	419	357	216	401	549	511	395	455
ENSG00000106462	EZH2	121	116	135	170	179	229	134	190
ENSG00000106477	CEP41	260	231	181	232	357	211	233	238
ENSG00000106479	ZNF862	91	49	23	49	78	59	87	61
ENSG00000106483	SFRP4	0	0	0	0	0	0	0	0
ENSG00000106484	MEST	3	7	2	0	0	0	0	7
ENSG00000106511	MEOX2	0	0	0	0	0	1	0	0
ENSG00000106524	ANKMY2	228	252	170	241	267	259	178	189
ENSG00000106526	ACTR3C	0	0	0	0	0	0	0	0
ENSG00000106536	POU6F2	0	0	0	0	0	0	0	0
ENSG00000106537	TSPAN13	102	103	44	27	28	50	55	97
ENSG00000106538	RARRES2	0	0	0	0	0	0	0	0
ENSG00000106541	AGR2	0	0	0	0	0	0	0	0
ENSG00000106546	AHR	473	444	402	981	1019	1193	1218	528
ENSG00000106554	CHCHD3	96	188	62	274	211	183	126	136
ENSG00000106560	GIMAP2	11	9	5	27	35	19	26	14
ENSG00000106565	TMEM176B	0	0	0	0	0	0	0	0
ENSG00000106571	GLI3	169	230	112	137	182	170	137	138
ENSG00000106588	PSMA2	174	219	116	237	252	228	228	202
ENSG00000106591	MRPL32	154	121	16	184	188	116	75	83
ENSG00000106603	COA1	137	82	29	109	157	68	86	109
ENSG00000106605	BLVRA	73	80	80	99	161	154	148	68
ENSG00000106608	URGCP	286	190	174	299	406	432	490	207
ENSG00000106609	TMEM248	502	568	395	433	576	439	498	418
ENSG00000106615	RHEB	175	219	76	220	328	278	252	118
ENSG00000106617	PRKAG2	18	7	0	19	26	31	12	1
ENSG00000106624	AEBP1	49	82	65	186	113	194	195	78
ENSG00000106628	POLD2	265	307	397	322	339	245	458	275
ENSG00000106631	MYL7	21	10	0	0	0	0	0	11
ENSG00000106633	GCK	0	0	0	0	0	0	0	0
ENSG00000106635	BCL7B	69	40	36	160	160	181	123	72
ENSG00000106636	YKT6	652	656	418	587	530	598	659	518
ENSG00000106638	TBL2	74	111	54	168	183	145	156	71
ENSG00000106648	GALNTL5	0	0	0	0	0	0	0	0
ENSG00000106665	CLIP2	134	103	115	97	63	119	155	119
ENSG00000106682	EIF4H	119	163	29	95	127	65	72	137
ENSG00000106683	LIMK1	119	147	141	124	131	167	161	138
ENSG00000106686	SPATA6L	0	19	2	2	7	7	11	0
ENSG00000106688	SLC1A1	24	22	5	10	16	6	3	11
ENSG00000106689	LHX2	4	0	0	18	35	27	14	8
ENSG00000106692	FKTN	235	206	158	188	192	161	224	188
ENSG00000106701	FSD1L	17	43	14	45	38	73	43	18
ENSG00000106714	CNTNAP3	0	0	6	0	0	0	0	0
ENSG00000106723	SPIN1	621	589	520	511	579	499	482	631
ENSG00000106733	NMRK1	72	90	103	41	81	53	43	86
ENSG00000106771	TMEM245	582	531	320	509	570	494	580	414
ENSG00000106772	PRUNE2	0	7	0	9	6	0	2	8
ENSG00000106780	MEGF9	29	47	36	47	67	83	47	56
ENSG00000106785	TRIM14	216	236	241	1401	1751	1530	1263	92
ENSG00000106789	CORO2A	18	26	6	11	25	31	22	43
ENSG00000106799	TGFBR1	403	312	222	132	140	135	132	290
ENSG00000106803	SEC61B	927	857	186	578	713	412	364	724
ENSG00000106804	C5	11	24	18	45	53	38	45	17
ENSG00000106809	OGN	0	0	0	0	0	0	0	0
ENSG00000106819	ASPN	14	21	0	11	7	16	0	6
ENSG00000106823	ECM2	7	28	8	15	29	21	15	14
ENSG00000106829	TLE4	1373	1033	876	1923	2333	1777	1678	976
ENSG00000106852	LHX6	45	68	34	0	7	0	0	31
ENSG00000106853	PTGR1	339	280	193	351	386	345	316	172
ENSG00000106868	SUSD1	12	2	1	17	11	6	9	0
ENSG00000106927	AMBP	4	1	1	2	0	4	0	0
ENSG00000106948	AKNA	40	14	11	89	89	86	96	20
ENSG00000106952	TNFSF8	0	0	0	0	0	0	0	0
ENSG00000106976	DNM1	94	42	75	122	141	154	179	78
ENSG00000106991	ENG	112	175	74	431	395	435	517	168
ENSG00000106992	AK1	147	130	125	141	150	201	225	110
ENSG00000106993	CDC37L1	116	105	106	109	133	189	124	119
ENSG00000107014	RLN2	0	0	0	0	0	0	0	0
ENSG00000107018	RLN1	0	0	0	0	0	0	0	0
ENSG00000107020	PLGRKT	57	34	23	34	37	31	28	49
ENSG00000107021	TBC1D13	173	127	189	266	261	239	357	93
ENSG00000107036	RIC1	72	103	67	148	168	120	155	87
ENSG00000107077	KDM4C	37	34	25	39	47	36	38	68
ENSG00000107099	DOCK8	7	4	0	3	0	5	0	1
ENSG00000107104	KANK1	268	195	196	105	142	125	122	257
ENSG00000107105	ELAVL2	0	0	0	0	0	0	0	1
ENSG00000107130	NCS1	520	412	352	232	179	265	173	322
ENSG00000107140	TESK1	51	44	34	111	72	94	81	17
ENSG00000107147	KCNT1	0	0	0	8	0	0	0	0
ENSG00000107159	CA9	0	0	0	0	0	0	0	0
ENSG00000107164	FUBP3	216	161	208	217	300	236	305	157
ENSG00000107165	TYRP1	0	0	0	0	0	6	0	0
ENSG00000107175	CREB3	155	293	181	374	419	369	367	279
ENSG00000107185	RGP1	313	380	88	249	325	198	188	359
ENSG00000107186	MPDZ	87	129	59	164	176	201	126	98
ENSG00000107187	LHX3	47	41	12	0	0	2	0	28
ENSG00000107201	DDX58	68	49	106	1224	1407	1428	1335	23
ENSG00000107223	EDF1	1074	1288	793	1095	1089	1234	1145	806
ENSG00000107242	PIP5K1B	0	0	0	0	0	0	0	0
ENSG00000107249	GLIS3	51	58	18	171	199	225	165	63
ENSG00000107262	BAG1	274	267	251	319	387	447	467	238
ENSG00000107263	RAPGEF1	484	504	292	428	497	387	470	437
ENSG00000107281	NPDC1	126	155	132	367	442	347	445	106
ENSG00000107282	APBA1	19	52	33	7	27	32	13	28
ENSG00000107290	SETX	844	825	649	1026	1030	930	810	711
ENSG00000107295	SH3GL2	0	4	3	27	34	10	30	12
ENSG00000107317	PTGDS	0	0	0	0	5	5	6	0
ENSG00000107331	ABCA2	257	256	164	69	35	40	102	151
ENSG00000107338	SHB	96	115	45	53	59	49	45	150
ENSG00000107341	UBE2R2	787	798	626	1004	1199	993	874	760
ENSG00000107362	ABHD17B	87	104	58	55	92	91	84	86
ENSG00000107371	EXOSC3	59	49	32	91	93	44	45	26
ENSG00000107372	ZFAND5	495	612	323	903	838	828	659	493
ENSG00000107404	DVL1	161	183	148	291	311	383	437	188
ENSG00000107438	PDLIM1	4701	5352	4040	563	629	726	858	4255
ENSG00000107443	CCNJ	20	10	1	25	32	9	12	0
ENSG00000107447	DNTT	0	0	0	0	0	0	0	0
ENSG00000107485	GATA3	0	9	7	8	16	15	9	6
ENSG00000107518	ATRNL1	0	0	0	10	0	0	0	9
ENSG00000107521	HPS1	788	478	799	773	776	927	871	516
ENSG00000107537	PHYH	233	208	136	130	150	158	124	188
ENSG00000107551	RASSF4	192	214	254	16	33	18	28	212
ENSG00000107554	DNMBP	272	188	110	432	402	398	410	172
ENSG00000107560	RAB11FIP2	356	339	293	445	316	413	417	317
ENSG00000107562	CXCL12	242	125	159	55	145	112	120	183
ENSG00000107566	ERLIN1	327	379	75	360	340	240	213	334
ENSG00000107581	EIF3A	2191	2776	2609	2480	2424	2454	2427	2245
ENSG00000107593	PKD2L1	0	0	0	11	0	5	6	0
ENSG00000107611	CUBN	11	9	3	14	5	3	6	3
ENSG00000107614	TRDMT1	77	46	18	38	37	36	27	15
ENSG00000107625	DDX50	298	256	212	387	304	238	276	270
ENSG00000107643	MAPK8	64	94	93	138	92	75	79	62
ENSG00000107651	SEC23IP	199	340	231	322	291	265	296	242
ENSG00000107669	ATE1	76	117	82	116	89	93	101	71
ENSG00000107672	NSMCE4A	109	143	58	97	110	79	64	94
ENSG00000107679	PLEKHA1	578	713	369	177	222	208	223	496
ENSG00000107719	PALD1	0	2	0	0	0	0	0	0
ENSG00000107731	UNC5B	1042	960	474	342	526	432	386	1002
ENSG00000107736	CDH23	0	10	0	6	0	1	0	0
ENSG00000107738	C10orf54	200	290	245	57	67	62	82	274
ENSG00000107742	SPOCK2	32	9	0	0	9	1	19	2
ENSG00000107745	MICU1	231	379	195	186	315	277	244	244
ENSG00000107758	PPP3CB	201	196	82	181	157	128	154	219
ENSG00000107771	CCSER2	465	426	393	325	334	319	296	413
ENSG00000107779	BMPR1A	70	86	93	107	95	70	54	78
ENSG00000107789	MINPP1	199	214	101	221	220	166	120	160
ENSG00000107796	ACTA2	187	109	88	242	283	268	275	114
ENSG00000107798	LIPA	454	362	151	231	240	246	191	270
ENSG00000107807	TLX1	0	0	0	0	0	0	0	0
ENSG00000107815	C10orf2	24	66	22	64	105	85	77	13
ENSG00000107816	LZTS2	188	168	85	264	245	170	156	149
ENSG00000107819	SFXN3	571	527	472	603	660	800	842	549
ENSG00000107821	KAZALD1	25	37	3	32	55	64	101	13
ENSG00000107829	FBXW4	162	155	164	150	175	128	186	133
ENSG00000107831	FGF8	0	0	0	0	0	0	0	0
ENSG00000107833	NPM3	735	564	613	675	737	575	622	586
ENSG00000107854	TNKS2	101	103	43	180	203	156	190	96
ENSG00000107859	PITX3	0	0	0	0	0	0	1	0
ENSG00000107862	GBF1	269	262	306	412	401	538	573	229
ENSG00000107863	ARHGAP21	678	784	644	892	978	1100	1051	448
ENSG00000107864	CPEB3	30	7	40	58	58	52	76	22
ENSG00000107872	FBXL15	135	78	130	118	196	111	156	103
ENSG00000107874	CUEDC2	349	243	247	285	310	337	320	271
ENSG00000107882	SUFU	234	232	158	155	155	183	213	202
ENSG00000107890	ANKRD26	395	479	334	559	567	497	466	433
ENSG00000107897	ACBD5	85	118	71	170	193	295	176	76
ENSG00000107902	LHPP	33	71	63	67	59	66	80	42
ENSG00000107929	LARP4B	215	277	85	371	389	316	283	181
ENSG00000107937	GTPBP4	235	361	229	482	504	525	496	199
ENSG00000107938	EDRF1	86	176	57	238	134	160	138	157
ENSG00000107949	BCCIP	288	290	273	480	443	631	580	195
ENSG00000107951	MTPAP	103	30	46	79	84	87	55	61
ENSG00000107954	NEURL1	10	0	3	17	0	5	4	15
ENSG00000107957	SH3PXD2A	2166	1977	2141	526	642	663	680	1792
ENSG00000107959	PITRM1	199	199	109	161	141	165	134	181
ENSG00000107960	OBFC1	118	170	47	72	113	81	88	73
ENSG00000107968	MAP3K8	31	6	21	14	24	32	16	17
ENSG00000107984	DKK1	134	64	24	664	836	456	415	107
ENSG00000108001	EBF3	6	0	4	8	0	0	0	21
ENSG00000108010	GLRX3	269	314	147	260	260	225	160	275
ENSG00000108018	SORCS1	0	0	0	0	0	0	0	0
ENSG00000108021	FAM208B	156	286	225	535	489	556	524	236
ENSG00000108039	XPNPEP1	172	179	97	120	132	191	184	149
ENSG00000108055	SMC3	643	751	630	1063	895	929	804	582
